setmana_epidemiologica,any,data_inici,data_final,codi_regio,nom_regio,codi_ambit,nom_ambit,sexe,grup_edat,index_socioeconomic,casos,poblacio
23,2020,01/06/2020,07/06/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,1.00,34591.00
39,2020,21/09/2020,27/09/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,2,1.00,3191.00
47,2020,16/11/2020,22/11/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,60 a 69,4,1.00,11685.00
17,2021,26/04/2021,02/05/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,60 a 69,4,1.00,5772.00
34,2020,17/08/2020,23/08/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,2,2.00,8432.00
43,2020,19/10/2020,25/10/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,2,1.00,22871.00
28,2022,11/07/2022,17/07/2022,64,GIRONA,6400,GIRONA,Home,60 a 69,3,1.00,27587.00
12,2020,16/03/2020,22/03/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,1,1.00,7690.00
37,2020,07/09/2020,13/09/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,45 a 59,2,1.00,68643.00
34,2020,17/08/2020,23/08/2020,64,GIRONA,6400,GIRONA,Home,60 a 69,4,1.00,17333.00
32,2022,08/08/2022,14/08/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,45 a 59,3,1.00,38247.00
2,2021,11/01/2021,17/01/2021,64,GIRONA,6400,GIRONA,Home,60 a 69,3,2.00,26781.00
43,2022,24/10/2022,30/10/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,3,1.00,52075.00
34,2020,17/08/2020,23/08/2020,64,GIRONA,6400,GIRONA,Dona,80 o més,3,1.00,17532.00
35,2021,30/08/2021,05/09/2021,64,GIRONA,6400,GIRONA,Home,80 o més,4,1.00,6428.00
38,2020,14/09/2020,20/09/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,4,1.00,47246.00
16,2020,13/04/2020,19/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,3,9.00,49845.00
22,2020,25/05/2020,31/05/2020,64,GIRONA,6400,GIRONA,Home,80 o més,4,1.00,6201.00
47,2020,16/11/2020,22/11/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,60 a 69,2,2.00,4572.00
51,2021,20/12/2021,26/12/2021,64,GIRONA,6400,GIRONA,Dona,60 a 69,3,1.00,27775.00
44,2020,26/10/2020,01/11/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 79,3,1.00,14881.00
8,2021,22/02/2021,28/02/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,2,1.00,1605.00
7,2021,15/02/2021,21/02/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 79,4,1.00,4474.00
51,2020,14/12/2020,20/12/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 79,4,1.00,4495.00
20,2020,11/05/2020,17/05/2020,61,LLEIDA,6100,LLEIDA,Home,70 a 79,3,1.00,8019.00
32,2021,09/08/2021,15/08/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,3,3.00,10635.00
3,2021,18/01/2021,24/01/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,1.00,5433.00
14,2020,30/03/2020,05/04/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,45 a 59,2,2.00,9471.00
42,2022,17/10/2022,23/10/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,3,1.00,20676.00
49,2020,30/11/2020,06/12/2020,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,80 o més,3,13.00,3087.00
12,2022,21/03/2022,27/03/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,1,1.00,4497.00
14,2021,05/04/2021,11/04/2021,64,GIRONA,6400,GIRONA,Home,70 a 79,4,1.00,12025.00
7,2021,15/02/2021,21/02/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,2,1.00,26027.00
47,2020,16/11/2020,22/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,2,4.00,8432.00
27,2022,04/07/2022,10/07/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,2,1.00,44667.00
41,2020,05/10/2020,11/10/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,4,1.00,6609.00
30,2022,25/07/2022,31/07/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,3,1.00,15670.00
14,2021,05/04/2021,11/04/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,3,1.00,21237.00
15,2021,12/04/2021,18/04/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,4,2.00,14623.00
49,2021,06/12/2021,12/12/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,70 a 79,3,1.00,5210.00
2,2021,11/01/2021,17/01/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,3,4.00,42426.00
5,2021,01/02/2021,07/02/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,60 a 69,3,1.00,7011.00
14,2020,30/03/2020,05/04/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 79,2,1.00,3424.00
5,2021,01/02/2021,07/02/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,3,1.00,11937.00
22,2022,30/05/2022,05/06/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,1.00,35549.00
13,2020,23/03/2020,29/03/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,2,4.00,11643.00
6,2021,08/02/2021,14/02/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,2,4.00,3345.00
51,2020,14/12/2020,20/12/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,4,1.00,3889.00
35,2020,24/08/2020,30/08/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,3,1.00,49845.00
2,2022,10/01/2022,16/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,45 a 59,2,1.00,77028.00
19,2020,04/05/2020,10/05/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,4,1.00,8043.00
30,2021,26/07/2021,01/08/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,2,1.00,35309.00
17,2021,26/04/2021,02/05/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,3.00,34631.00
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,4,32.00,7296.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,69.00,17981.00
25,2022,20/06/2022,26/06/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,1,1.00,752.00
7,2021,15/02/2021,21/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,4,1.00,6032.00
3,2022,17/01/2022,23/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,2,1.00,36102.00
13,2020,23/03/2020,29/03/2020,64,GIRONA,6400,GIRONA,Home,60 a 69,4,2.00,17333.00
11,2021,15/03/2021,21/03/2021,64,GIRONA,6400,GIRONA,Home,60 a 69,3,1.00,26781.00
6,2021,08/02/2021,14/02/2021,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,3.00,5403.00
3,2022,17/01/2022,23/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,3,2.00,21412.00
30,2021,26/07/2021,01/08/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,80 o més,4,3.00,1864.00
6,2021,08/02/2021,14/02/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,2,2.00,2847.00
31,2021,02/08/2021,08/08/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,2,1.00,13797.00
15,2021,12/04/2021,18/04/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,45 a 59,4,1.00,12710.00
1,2021,04/01/2021,10/01/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,4,1.00,7660.00
6,2022,07/02/2022,13/02/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,1.00,35549.00
43,2020,19/10/2020,25/10/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,1,5.00,7660.00
22,2020,25/05/2020,31/05/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,2,2.00,3191.00
28,2022,11/07/2022,17/07/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,3,4.00,42881.00
52,2020,21/12/2020,27/12/2020,64,GIRONA,6400,GIRONA,Dona,80 o més,3,17.00,17532.00
37,2022,12/09/2022,18/09/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,1.00,29813.00
12,2022,21/03/2022,27/03/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,1.00,18709.00
48,2020,23/11/2020,29/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,2,15.00,16611.00
45,2020,02/11/2020,08/11/2020,61,LLEIDA,6100,LLEIDA,Dona,80 o més,3,4.00,9010.00
6,2021,08/02/2021,14/02/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,2,6.00,9835.00
16,2020,13/04/2020,19/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,4,4.00,6186.00
52,2021,27/12/2021,02/01/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,3,5.00,8009.00
14,2020,30/03/2020,05/04/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,80 o més,4,1.00,2630.00
36,2021,06/09/2021,12/09/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,45 a 59,3,1.00,37032.00
18,2021,03/05/2021,09/05/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,4,1.00,6032.00
12,2020,16/03/2020,22/03/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,3,1.00,6330.00
17,2022,25/04/2022,01/05/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,3,1.00,15670.00
26,2020,22/06/2020,28/06/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,45 a 59,3,1.00,112394.00
20,2022,16/05/2022,22/05/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,4,3.00,14897.00
27,2022,04/07/2022,10/07/2022,64,GIRONA,6400,GIRONA,Home,80 o més,4,2.00,6456.00
51,2021,20/12/2021,26/12/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,2,1.00,1605.00
14,2022,04/04/2022,10/04/2022,61,LLEIDA,6100,LLEIDA,Home,60 a 69,3,1.00,12911.00
39,2020,21/09/2020,27/09/2020,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,1.00,5540.00
46,2020,09/11/2020,15/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,4,1.00,6186.00
45,2020,02/11/2020,08/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,4,12.00,7167.00
42,2022,17/10/2022,23/10/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,2.00,18574.00
33,2021,16/08/2021,22/08/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,3,1.00,12919.00
46,2021,15/11/2021,21/11/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,2,1.00,8676.00
42,2020,12/10/2020,18/10/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,1,1.00,476.00
29,2020,13/07/2020,19/07/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,3,1.00,54706.00
44,2022,31/10/2022,06/11/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,2.00,30874.00
8,2021,22/02/2021,28/02/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,3,1.00,56180.00
46,2020,09/11/2020,15/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,4,3.00,7167.00
19,2022,09/05/2022,15/05/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,3,1.00,42881.00
44,2022,31/10/2022,06/11/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,4,1.00,7260.00
7,2021,15/02/2021,21/02/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,5.00,29558.00
11,2021,15/03/2021,21/03/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,3,1.00,6557.00
12,2020,16/03/2020,22/03/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,2,4.00,1657.00
5,2021,01/02/2021,07/02/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,6.00,34631.00
33,2020,10/08/2020,16/08/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,1,2.00,7660.00
2,2022,10/01/2022,16/01/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,9.00,29813.00
4,2022,24/01/2022,30/01/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,60 a 69,3,1.00,7161.00
22,2022,30/05/2022,05/06/2022,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,1.00,5289.00
28,2022,11/07/2022,17/07/2022,61,LLEIDA,6100,LLEIDA,Dona,80 o més,3,4.00,8824.00
48,2021,29/11/2021,05/12/2021,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,2.00,5403.00
44,2020,26/10/2020,01/11/2020,64,GIRONA,6400,GIRONA,Home,80 o més,3,12.00,10222.00
43,2020,19/10/2020,25/10/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,1,1.00,791.00
4,2022,24/01/2022,30/01/2022,64,GIRONA,6400,GIRONA,Dona,80 o més,3,8.00,17439.00
13,2020,23/03/2020,29/03/2020,61,LLEIDA,6100,LLEIDA,Home,70 a 79,3,3.00,8019.00
2,2021,11/01/2021,17/01/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,15 a 44,2,1.00,14776.00
31,2021,02/08/2021,08/08/2021,61,LLEIDA,6100,LLEIDA,Dona,80 o més,3,1.00,8954.00
5,2021,01/02/2021,07/02/2021,64,GIRONA,6400,GIRONA,Home,70 a 79,4,2.00,12025.00
12,2020,16/03/2020,22/03/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,70 a 79,3,1.00,5261.00
7,2021,15/02/2021,21/02/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,4,3.00,6781.00
39,2020,21/09/2020,27/09/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,2,1.00,15584.00
52,2021,27/12/2021,02/01/2022,64,GIRONA,6400,GIRONA,Dona,70 a 79,2,1.00,2654.00
24,2020,08/06/2020,14/06/2020,64,GIRONA,6400,GIRONA,Home,80 o més,3,1.00,10222.00
18,2020,27/04/2020,03/05/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,2,4.00,4877.00
38,2021,20/09/2021,26/09/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,1.00,10920.00
36,2020,31/08/2020,06/09/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,1.00,11720.00
47,2020,16/11/2020,22/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,45 a 59,4,1.00,44335.00
51,2020,14/12/2020,20/12/2020,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,80 o més,3,7.00,3087.00
40,2020,28/09/2020,04/10/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,3,3.00,19611.00
49,2020,30/11/2020,06/12/2020,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Home,80 o més,3,13.00,1908.00
47,2020,16/11/2020,22/11/2020,64,GIRONA,6400,GIRONA,Dona,80 o més,3,15.00,17532.00
8,2021,22/02/2021,28/02/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,45 a 59,3,1.00,12350.00
6,2021,08/02/2021,14/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,2,4.00,36031.00
18,2021,03/05/2021,09/05/2021,61,LLEIDA,6100,LLEIDA,Home,45 a 59,4,1.00,14523.00
22,2022,30/05/2022,05/06/2022,64,GIRONA,6400,GIRONA,Dona,80 o més,3,3.00,17439.00
30,2021,26/07/2021,01/08/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,4,5.00,3926.00
7,2022,14/02/2022,20/02/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,2.00,10846.00
1,2022,03/01/2022,09/01/2022,64,GIRONA,6400,GIRONA,Dona,70 a 79,2,1.00,2767.00
24,2022,13/06/2022,19/06/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,1,2.00,12016.00
14,2020,30/03/2020,05/04/2020,61,LLEIDA,6100,LLEIDA,Home,70 a 79,4,5.00,4187.00
37,2020,07/09/2020,13/09/2020,61,LLEIDA,6100,LLEIDA,Dona,70 a 79,4,1.00,5032.00
11,2022,14/03/2022,20/03/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,4,1.00,8030.00
50,2020,07/12/2020,13/12/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,4,3.00,7296.00
42,2020,12/10/2020,18/10/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,1,1.00,2434.00
50,2021,13/12/2021,19/12/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,15 a 44,3,1.00,179213.00
9,2022,28/02/2022,06/03/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,7.00,29813.00
1,2021,04/01/2021,10/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,2,1.00,43661.00
38,2020,14/09/2020,20/09/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,3.00,28960.00
45,2020,02/11/2020,08/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,2,1.00,18496.00
19,2020,04/05/2020,10/05/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,15 a 44,2,1.00,74976.00
4,2021,25/01/2021,31/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,3,1.00,117069.00
52,2021,27/12/2021,02/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,4,2.00,6032.00
31,2020,27/07/2020,02/08/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,45 a 59,3,1.00,112394.00
32,2020,03/08/2020,09/08/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,1,1.00,7660.00
1,2021,04/01/2021,10/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,16.00,10920.00
5,2021,01/02/2021,07/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,45 a 59,2,2.00,70104.00
4,2021,25/01/2021,31/01/2021,64,GIRONA,6400,GIRONA,Dona,80 o més,2,1.00,2289.00
45,2020,02/11/2020,08/11/2020,64,GIRONA,6400,GIRONA,Dona,80 o més,2,3.00,2301.00
52,2020,21/12/2020,27/12/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,1.00,13968.00
19,2020,04/05/2020,10/05/2020,64,GIRONA,6400,GIRONA,Dona,70 a 79,3,3.00,20137.00
18,2020,27/04/2020,03/05/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,9.00,34591.00
16,2020,13/04/2020,19/04/2020,64,GIRONA,6400,GIRONA,Home,80 o més,4,12.00,6201.00
29,2021,19/07/2021,25/07/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,3,4.00,10635.00
21,2021,24/05/2021,30/05/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,1.00,18414.00
26,2022,27/06/2022,03/07/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,4,2.00,19208.00
19,2021,10/05/2021,16/05/2021,61,LLEIDA,6100,LLEIDA,Dona,80 o més,2,1.00,864.00
42,2020,12/10/2020,18/10/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,1,2.00,791.00
3,2021,18/01/2021,24/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,18.00,14788.00
52,2021,27/12/2021,02/01/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,4,2.00,6781.00
4,2021,25/01/2021,31/01/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,3,6.00,8009.00
1,2021,04/01/2021,10/01/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,60 a 69,3,1.00,17303.00
39,2020,21/09/2020,27/09/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,1,1.00,4649.00
2,2021,11/01/2021,17/01/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,2,1.00,15354.00
8,2021,22/02/2021,28/02/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,3,2.00,41511.00
30,2021,26/07/2021,01/08/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,2,5.00,8676.00
23,2021,07/06/2021,13/06/2021,61,LLEIDA,6100,LLEIDA,Home,45 a 59,3,1.00,27998.00
25,2022,20/06/2022,26/06/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,4.00,18709.00
19,2021,10/05/2021,16/05/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,4,1.00,14623.00
6,2021,08/02/2021,14/02/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,45 a 59,4,1.00,20325.00
23,2020,01/06/2020,07/06/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,2,3.00,16611.00
23,2020,01/06/2020,07/06/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,1.00,10782.00
12,2020,16/03/2020,22/03/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,3,4.00,19611.00
12,2020,16/03/2020,22/03/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,2,1.00,18496.00
23,2022,06/06/2022,12/06/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,60 a 69,3,1.00,20032.00
5,2022,31/01/2022,06/02/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,4,1.00,3742.00
30,2021,26/07/2021,01/08/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,16.00,18414.00
44,2020,26/10/2020,01/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,4,1.00,6186.00
5,2022,31/01/2022,06/02/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,4,2.00,4011.00
5,2021,01/02/2021,07/02/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,2,1.00,13797.00
16,2020,13/04/2020,19/04/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,3,14.00,12844.00
8,2021,22/02/2021,28/02/2021,64,GIRONA,6400,GIRONA,Home,80 o més,2,1.00,1208.00
49,2021,06/12/2021,12/12/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,45 a 59,4,1.00,24149.00
32,2021,09/08/2021,15/08/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,4.00,34631.00
48,2021,29/11/2021,05/12/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,4,1.00,14623.00
49,2020,30/11/2020,06/12/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,45 a 59,2,1.00,31400.00
7,2022,14/02/2022,20/02/2022,64,GIRONA,6400,GIRONA,Home,45 a 59,3,1.00,56714.00
2,2021,11/01/2021,17/01/2021,64,GIRONA,6400,GIRONA,Home,80 o més,4,14.00,6428.00
32,2020,03/08/2020,09/08/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,1.00,28960.00
50,2020,07/12/2020,13/12/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,45 a 59,2,1.00,9471.00
23,2022,06/06/2022,12/06/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,4,1.00,19208.00
9,2021,01/03/2021,07/03/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,1,1.00,14547.00
4,2022,24/01/2022,30/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,2,6.00,16721.00
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,2,5.00,11643.00
14,2020,30/03/2020,05/04/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,45 a 59,3,1.00,12234.00
7,2021,15/02/2021,21/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,3,1.00,24128.00
25,2020,15/06/2020,21/06/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,2,1.00,15584.00
19,2020,04/05/2020,10/05/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,22.00,32593.00
37,2020,07/09/2020,13/09/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,2,1.00,3191.00
42,2022,17/10/2022,23/10/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,1.00,10846.00
23,2020,01/06/2020,07/06/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,4,1.00,14775.00
7,2021,15/02/2021,21/02/2021,61,LLEIDA,6100,LLEIDA,Dona,70 a 79,3,1.00,9409.00
39,2021,27/09/2021,03/10/2021,64,GIRONA,6400,GIRONA,Home,80 o més,4,1.00,6428.00
24,2021,14/06/2021,20/06/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,1.00,12219.00
46,2022,14/11/2022,20/11/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,70 a 79,4,1.00,9095.00
22,2022,30/05/2022,05/06/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,4,1.00,50349.00
7,2021,15/02/2021,21/02/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,80 o més,4,1.00,1864.00
4,2021,25/01/2021,31/01/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,3,4.00,42426.00
