setmana_epidemiologica,any,data_inici,data_final,codi_regio,nom_regio,codi_ambit,nom_ambit,sexe,grup_edat,index_socioeconomic,casos,poblacio
16,2020,13/04/2020,19/04/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,60 a 69,2,1.00,4572.00
10,2021,08/03/2021,14/03/2021,64,GIRONA,6400,GIRONA,Dona,70 a 79,3,1.00,20340.00
28,2022,11/07/2022,17/07/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,2,2.00,5186.00
18,2022,02/05/2022,08/05/2022,64,GIRONA,6400,GIRONA,Dona,80 o més,4,1.00,10664.00
52,2021,27/12/2021,02/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,6.00,32266.00
20,2021,17/05/2021,23/05/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,2,2.00,36031.00
29,2022,18/07/2022,24/07/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,3,2.00,13330.00
12,2022,21/03/2022,27/03/2022,64,GIRONA,6400,GIRONA,Home,60 a 69,3,1.00,27587.00
52,2021,27/12/2021,02/01/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,4.00,12219.00
15,2020,06/04/2020,12/04/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,4,13.00,5749.00
29,2021,19/07/2021,25/07/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,1,1.00,4501.00
38,2022,19/09/2022,25/09/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,3,1.00,10684.00
50,2021,13/12/2021,19/12/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,3,4.00,19588.00
5,2022,31/01/2022,06/02/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,60 a 69,3,1.00,7329.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,80.00,32593.00
42,2020,12/10/2020,18/10/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,1.00,13968.00
4,2022,24/01/2022,30/01/2022,64,GIRONA,6400,GIRONA,Home,70 a 79,4,3.00,12355.00
13,2020,23/03/2020,29/03/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,15 a 44,2,1.00,14871.00
46,2020,09/11/2020,15/11/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,4,2.00,3563.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,45 a 59,3,1.00,43501.00
2,2021,11/01/2021,17/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,45 a 59,1,2.00,26786.00
6,2021,08/02/2021,14/02/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,45 a 59,2,1.00,9320.00
35,2020,24/08/2020,30/08/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,1,4.00,4649.00
52,2021,27/12/2021,02/01/2022,64,GIRONA,6400,GIRONA,Home,70 a 79,3,3.00,17926.00
13,2021,29/03/2021,04/04/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,4,2.00,2144.00
25,2020,15/06/2020,21/06/2020,64,GIRONA,6400,GIRONA,Home,80 o més,3,1.00,10222.00
18,2021,03/05/2021,09/05/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,3,2.00,11937.00
48,2021,29/11/2021,05/12/2021,64,GIRONA,6400,GIRONA,Home,60 a 69,4,1.00,17938.00
4,2021,25/01/2021,31/01/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,2,3.00,1816.00
7,2021,15/02/2021,21/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,1,3.00,14547.00
13,2020,23/03/2020,29/03/2020,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Home,80 o més,3,2.00,1908.00
6,2022,07/02/2022,13/02/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,4,1.00,10513.00
44,2020,26/10/2020,01/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,10.00,30267.00
7,2021,15/02/2021,21/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,1,9.00,7813.00
45,2020,02/11/2020,08/11/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,4,2.00,7599.00
18,2020,27/04/2020,03/05/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,2,3.00,3331.00
3,2021,18/01/2021,24/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,3,1.00,56180.00
10,2021,08/03/2021,14/03/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,4,1.00,2144.00
23,2022,06/06/2022,12/06/2022,64,GIRONA,6400,GIRONA,Home,60 a 69,4,1.00,18554.00
20,2020,11/05/2020,17/05/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,4,1.00,3730.00
38,2021,20/09/2021,26/09/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,1.00,14788.00
12,2020,16/03/2020,22/03/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,1,1.00,14359.00
9,2021,01/03/2021,07/03/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,2.00,5433.00
15,2021,12/04/2021,18/04/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,60 a 69,2,1.00,4632.00
20,2021,17/05/2021,23/05/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,2,1.00,8676.00
6,2022,07/02/2022,13/02/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,2,8.00,15344.00
49,2020,30/11/2020,06/12/2020,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,1.00,5540.00
31,2022,01/08/2022,07/08/2022,64,GIRONA,6400,GIRONA,Home,80 o més,4,1.00,6456.00
2,2022,10/01/2022,16/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,4,1.00,10513.00
34,2020,17/08/2020,23/08/2020,61,LLEIDA,6100,LLEIDA,Dona,80 o més,4,1.00,4761.00
33,2021,16/08/2021,22/08/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,2,4.00,16680.00
5,2021,01/02/2021,07/02/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,3,1.00,117069.00
42,2020,12/10/2020,18/10/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,60 a 69,3,3.00,16793.00
29,2021,19/07/2021,25/07/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,8.00,32266.00
52,2021,27/12/2021,02/01/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,3,1.00,42426.00
10,2022,07/03/2022,13/03/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,3,1.00,35576.00
5,2022,31/01/2022,06/02/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,6.00,12433.00
12,2020,16/03/2020,22/03/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,1,1.00,4406.00
23,2020,01/06/2020,07/06/2020,64,GIRONA,6400,GIRONA,Home,80 o més,3,1.00,10222.00
4,2021,25/01/2021,31/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,1,1.00,5292.00
13,2020,23/03/2020,29/03/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,4,4.00,7599.00
6,2021,08/02/2021,14/02/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,4,3.00,18661.00
50,2021,13/12/2021,19/12/2021,64,GIRONA,6400,GIRONA,Dona,80 o més,3,2.00,17568.00
29,2022,18/07/2022,24/07/2022,64,GIRONA,6400,GIRONA,Home,80 o més,4,2.00,6456.00
23,2020,01/06/2020,07/06/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,2,1.00,4877.00
12,2020,16/03/2020,22/03/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,4,7.00,3889.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,45 a 59,3,3.00,105057.00
9,2021,01/03/2021,07/03/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,70 a 79,3,1.00,13654.00
5,2021,01/02/2021,07/02/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,45 a 59,3,1.00,13036.00
1,2022,03/01/2022,09/01/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,2,1.00,3027.00
12,2020,16/03/2020,22/03/2020,64,GIRONA,6400,GIRONA,Dona,80 o més,2,4.00,2301.00
11,2021,15/03/2021,21/03/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,4,1.00,6032.00
13,2021,29/03/2021,04/04/2021,64,GIRONA,6400,GIRONA,Dona,70 a 79,3,1.00,20340.00
13,2021,29/03/2021,04/04/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,1,1.00,4514.00
30,2020,20/07/2020,26/07/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,2.00,32593.00
52,2020,21/12/2020,27/12/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,3,1.00,23752.00
8,2022,21/02/2022,27/02/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,4,1.00,7260.00
46,2021,15/11/2021,21/11/2021,64,GIRONA,6400,GIRONA,Home,80 o més,4,1.00,6428.00
34,2021,23/08/2021,29/08/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,3,1.00,19588.00
3,2021,18/01/2021,24/01/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,3,4.00,12919.00
7,2022,14/02/2022,20/02/2022,61,LLEIDA,6100,LLEIDA,Home,70 a 79,4,1.00,4264.00
45,2020,02/11/2020,08/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,15 a 44,4,1.00,85583.00
42,2020,12/10/2020,18/10/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,4,1.00,47246.00
8,2022,21/02/2022,27/02/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,5.00,18574.00
18,2021,03/05/2021,09/05/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,3,3.00,41511.00
12,2022,21/03/2022,27/03/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,1.00,32347.00
11,2020,09/03/2020,15/03/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,2.00,17981.00
8,2022,21/02/2022,27/02/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,2,4.00,16721.00
32,2021,09/08/2021,15/08/2021,61,LLEIDA,6100,LLEIDA,Dona,80 o més,3,1.00,8954.00
37,2020,07/09/2020,13/09/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,3,1.00,45804.00
11,2020,09/03/2020,15/03/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,3,1.00,21579.00
11,2021,15/03/2021,21/03/2021,64,GIRONA,6400,GIRONA,Dona,80 o més,4,1.00,10622.00
15,2020,06/04/2020,12/04/2020,61,LLEIDA,6100,LLEIDA,Dona,80 o més,4,6.00,4761.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,1,6.00,2434.00
3,2021,18/01/2021,24/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,1,1.00,4501.00
2,2022,10/01/2022,16/01/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,2,1.00,12163.00
6,2021,08/02/2021,14/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,11.00,32266.00
38,2022,19/09/2022,25/09/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,2,3.00,16721.00
37,2022,12/09/2022,18/09/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,1.00,32347.00
50,2020,07/12/2020,13/12/2020,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,80 o més,3,12.00,3087.00
26,2022,27/06/2022,03/07/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,4,1.00,7260.00
4,2022,24/01/2022,30/01/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,3,6.00,35576.00
23,2022,06/06/2022,12/06/2022,64,GIRONA,6400,GIRONA,Dona,80 o més,4,2.00,10664.00
44,2021,01/11/2021,07/11/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,2,1.00,15484.00
14,2021,05/04/2021,11/04/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,3,1.00,41511.00
1,2022,03/01/2022,09/01/2022,64,GIRONA,6400,GIRONA,Dona,80 o més,3,5.00,17439.00
27,2022,04/07/2022,10/07/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,1,2.00,4497.00
52,2020,21/12/2020,27/12/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,45 a 59,3,1.00,43501.00
13,2021,29/03/2021,04/04/2021,61,LLEIDA,6100,LLEIDA,Dona,80 o més,3,1.00,8954.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,-1,1.00,165.00
22,2022,30/05/2022,05/06/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,4,1.00,3773.00
51,2021,20/12/2021,26/12/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,2,3.00,26783.00
22,2021,31/05/2021,06/06/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,3,1.00,21237.00
46,2020,09/11/2020,15/11/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,70 a 79,3,1.00,5932.00
8,2022,21/02/2022,27/02/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,2,2.00,16250.00
10,2022,07/03/2022,13/03/2022,64,GIRONA,6400,GIRONA,Home,70 a 79,3,3.00,18497.00
47,2021,22/11/2021,28/11/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,1.00,29558.00
9,2022,28/02/2022,06/03/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,45 a 59,3,1.00,13384.00
19,2020,04/05/2020,10/05/2020,64,GIRONA,6400,GIRONA,Dona,60 a 69,3,1.00,27005.00
4,2021,25/01/2021,31/01/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,2,2.00,3224.00
43,2020,19/10/2020,25/10/2020,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,80 o més,3,1.00,3087.00
22,2020,25/05/2020,31/05/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,3.00,34591.00
17,2020,20/04/2020,26/04/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,3,7.00,6330.00
2,2021,11/01/2021,17/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,4,5.00,3926.00
31,2021,02/08/2021,08/08/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,3,1.00,34790.00
37,2022,12/09/2022,18/09/2022,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,2.00,5289.00
50,2020,07/12/2020,13/12/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,4,1.00,3563.00
7,2022,14/02/2022,20/02/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,2,1.00,44667.00
11,2020,09/03/2020,15/03/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,2,1.00,34677.00
11,2022,14/03/2022,20/03/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,3,1.00,35576.00
8,2022,21/02/2022,27/02/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,45 a 59,3,1.00,38247.00
21,2020,18/05/2020,24/05/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,2,2.00,15492.00
25,2022,20/06/2022,26/06/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,4,1.00,6880.00
31,2020,27/07/2020,02/08/2020,64,GIRONA,6400,GIRONA,Dona,80 o més,3,1.00,17532.00
33,2020,10/08/2020,16/08/2020,64,GIRONA,6400,GIRONA,Dona,70 a 79,3,1.00,20137.00
19,2020,04/05/2020,10/05/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,21.00,13968.00
44,2021,01/11/2021,07/11/2021,64,GIRONA,6400,GIRONA,Dona,80 o més,2,1.00,2289.00
11,2020,09/03/2020,15/03/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,4,1.00,14775.00
31,2022,01/08/2022,07/08/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,1,1.00,4497.00
19,2020,04/05/2020,10/05/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,4,6.00,2148.00
24,2022,13/06/2022,19/06/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,2,1.00,8957.00
41,2020,05/10/2020,11/10/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,4,1.00,3975.00
38,2020,14/09/2020,20/09/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,1,1.00,7660.00
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,15 a 44,1,1.00,46311.00
44,2020,26/10/2020,01/11/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,45 a 59,3,2.00,107038.00
25,2022,20/06/2022,26/06/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,3.00,30874.00
37,2020,07/09/2020,13/09/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,60 a 69,3,1.00,17881.00
10,2022,07/03/2022,13/03/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,3,1.00,13330.00
36,2022,05/09/2022,11/09/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,2,1.00,10108.00
34,2020,17/08/2020,23/08/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,6.00,32593.00
52,2020,21/12/2020,27/12/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,4.00,34591.00
1,2022,03/01/2022,09/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,3,4.00,19692.00
9,2021,01/03/2021,07/03/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,7.00,10920.00
46,2020,09/11/2020,15/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,3,7.00,49845.00
8,2021,22/02/2021,28/02/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,2,1.00,9835.00
53,2020,28/12/2020,03/01/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,6.00,13968.00
3,2021,18/01/2021,24/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,2,5.00,35309.00
49,2020,30/11/2020,06/12/2020,64,GIRONA,6400,GIRONA,Dona,60 a 69,3,1.00,27005.00
3,2021,18/01/2021,24/01/2021,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,3.00,5403.00
27,2020,29/06/2020,05/07/2020,64,GIRONA,6400,GIRONA,Dona,70 a 79,4,1.00,13608.00
5,2021,01/02/2021,07/02/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,2,1.00,3224.00
19,2020,04/05/2020,10/05/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,12.00,10782.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,45 a 59,2,1.00,50059.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,2,76.00,15492.00
51,2021,20/12/2021,26/12/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,3,1.00,15586.00
13,2020,23/03/2020,29/03/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,3,38.00,42232.00
45,2020,02/11/2020,08/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,45 a 59,2,1.00,50059.00
29,2022,18/07/2022,24/07/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,3,1.00,15670.00
6,2021,08/02/2021,14/02/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,4,1.00,3709.00
36,2021,06/09/2021,12/09/2021,64,GIRONA,6400,GIRONA,Home,60 a 69,4,1.00,17938.00
36,2021,06/09/2021,12/09/2021,64,GIRONA,6400,GIRONA,Home,80 o més,3,1.00,10438.00
24,2020,08/06/2020,14/06/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,2,1.00,3191.00
38,2021,20/09/2021,26/09/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,4,1.00,2144.00
20,2020,11/05/2020,17/05/2020,61,LLEIDA,6100,LLEIDA,Dona,80 o més,4,1.00,4761.00
6,2021,08/02/2021,14/02/2021,61,LLEIDA,6100,LLEIDA,Home,70 a 79,3,2.00,8181.00
21,2020,18/05/2020,24/05/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,15 a 44,3,1.00,57357.00
31,2022,01/08/2022,07/08/2022,64,GIRONA,6400,GIRONA,Home,45 a 59,3,1.00,56714.00
5,2022,31/01/2022,06/02/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,45 a 59,2,1.00,72705.00
49,2020,30/11/2020,06/12/2020,64,GIRONA,6400,GIRONA,Dona,80 o més,2,3.00,2301.00
11,2021,15/03/2021,21/03/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,60 a 69,2,1.00,4861.00
16,2020,13/04/2020,19/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,80.00,28960.00
14,2020,30/03/2020,05/04/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,60 a 69,4,1.00,11358.00
12,2020,16/03/2020,22/03/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,3,2.00,23752.00
32,2021,09/08/2021,15/08/2021,61,LLEIDA,6100,LLEIDA,Home,60 a 69,3,2.00,12404.00
4,2022,24/01/2022,30/01/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,2,1.00,3268.00
22,2020,25/05/2020,31/05/2020,64,GIRONA,6400,GIRONA,Dona,80 o més,3,5.00,17532.00
22,2021,31/05/2021,06/06/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,3,1.00,19588.00
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,27.00,11720.00
31,2020,27/07/2020,02/08/2020,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,1.00,5540.00
8,2022,21/02/2022,27/02/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,2,1.00,36821.00
48,2020,23/11/2020,29/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,2,1.00,15584.00
38,2021,20/09/2021,26/09/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,2,1.00,26783.00
2,2022,10/01/2022,16/01/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,80 o més,3,2.00,3599.00
16,2021,19/04/2021,25/04/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,3,2.00,56180.00
35,2021,30/08/2021,05/09/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,15 a 44,2,1.00,46447.00
3,2022,17/01/2022,23/01/2022,61,LLEIDA,6100,LLEIDA,Home,80 o més,4,2.00,2731.00
30,2021,26/07/2021,01/08/2021,64,GIRONA,6400,GIRONA,Home,80 o més,4,3.00,6428.00
1,2022,03/01/2022,09/01/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,4,1.00,6880.00
15,2020,06/04/2020,12/04/2020,64,GIRONA,6400,GIRONA,Dona,60 a 69,3,3.00,27005.00
1,2022,03/01/2022,09/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,1,3.00,7972.00
19,2020,04/05/2020,10/05/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,4,1.00,8449.00
8,2021,22/02/2021,28/02/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,2,2.00,8676.00
19,2022,09/05/2022,15/05/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,4,2.00,14897.00
46,2022,14/11/2022,20/11/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,4,1.00,9753.00
30,2022,25/07/2022,31/07/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,3,1.00,6693.00
12,2020,16/03/2020,22/03/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,3,9.00,12844.00
2,2022,10/01/2022,16/01/2022,64,GIRONA,6400,GIRONA,Home,80 o més,3,4.00,10434.00
21,2020,18/05/2020,24/05/2020,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,1.00,5540.00
32,2021,09/08/2021,15/08/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,2,1.00,15484.00
31,2022,01/08/2022,07/08/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,3,1.00,35576.00
19,2020,04/05/2020,10/05/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,2,11.00,3191.00
4,2022,24/01/2022,30/01/2022,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,9.00,5289.00
17,2020,20/04/2020,26/04/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,3,20.00,8101.00
9,2021,01/03/2021,07/03/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,3,2.00,20026.00
21,2020,18/05/2020,24/05/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,60 a 69,3,2.00,19527.00
39,2020,21/09/2020,27/09/2020,61,LLEIDA,6100,LLEIDA,Home,70 a 79,4,1.00,4187.00
13,2020,23/03/2020,29/03/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,3,8.00,10424.00
